,title,artist,lyrics
25,그네,서기,한 숨을 쉬는너의 하루를내가 전부 알 순 없지만오늘은 천천히 낮게 움직이며너를 안아줄거야긴 하루에 지쳐있을 때무거웠던 짐을 내려놓고맘 편히 내게 기대내가 너의 넓은 그늘이 돼줄게혼자만의 고민이 있을 때도누구에게 마음을 전할 때도언제나 네가 편히 쉴 수 있게내 자릴 비워둘게살랑이는 바람결을 따라시원한 밤공기를 맡아봐답답한 마음이 하늘 위로다 날아갈때까지늘 작은 다리로달려왔던 넌 어느새어른이 됐고너를 기다리는 날더 이상 찾지 않고 지나가는 너지만혼자 맘 껏 울고 싶을 때친구와 오래 얘기 할 때도내가 필요 할 때면언제나 널 기다리는 내게 오면 돼혼자만의 고민이 있을 때도누구에게 마음을 전할 때도언제나 네가 편히 쉴 수 있게내 자릴 비워둘게살랑이는 바람결을 따라시원한 밤공기를 맡아봐답답한 마음이 하늘 위로다 날아갈 때 까지앞으로 올 힘든 순간들이너를 주저앉게 만들어도포기하지 말고 천천히 일어나 다시나아가면 돼쉴 틈 없이 살아온 너에게작게나마 위로가 됐으면 해답답한 마음이하늘위로 다 날아갈 때 까지
26,너와 마주친 순간,HYUNKI,너와 마주친 순간마치 정해져 있던 것처럼사랑에 빠져버렸어이런 게 운명일까처음 느껴본 이 떨림도낯설지만은 않아눈을 감아봐도 너의 웃는 모습에빠져 잠들지 못하고하루종일 네 생각에허우적대는나를 잠깐 돌아봐 줄래너의 하루는 요즘 어때나와 같은 이 설레임에떨림을 느끼고 있는지전부 다 궁금해졌어모든 순간들을우리 둘만의 이야기로함께 만들어가지 않을래이런 게 사랑일까처음 느껴본이 설렘이 너라서 다행인걸바라만 봐도새어 나오는 미소를어떻게 감출 수 있을까지금 너에게 달려가눈을 맞추고너와 사랑을 말하고 싶어너의 하루는 요즘 어때나와 같은 이 설레임에떨림을 느끼고 있는지전부 다 궁금해졌어모든 순간들을우리 둘만의 이야기로함께 만들어가지 않을래설레는 맘을 더는 숨길 수가 없어지금처럼 있어 주면 돼언제부터인지내 맘은 너를 그리고 있어너의 하루는 요즘 어때나와 같은 이 설레임에떨림을 느끼고 있는지전부 다 궁금해졌어모든 순간들을우리 둘만의 이야기로함께 만들어가지 않을래모든 순간들을우리 둘만의 이야기로함께 만들어가지 않을래
27,"난 널, 넌 날",RB4 (알비포),참 이상하지요즘엔 니가좋아하던 게 더 생각나밀크티가 좋다고비 오는 게 좋다고하늘을 보면 웃던 너를난 널난 널사랑하는데널 원하는데넌 날넌 날사랑하지 않아바라보지 않아왜 그런 걸까내 이름 부르면촌스럽게 얼굴 빨개져너무 아름다워서꽃처럼 향기로워너만 보면 웃음이 나와난 널난 널사랑하는데널 원하는데넌 날넌 날사랑하지 않아바라보지 않아난 널난 널사랑하는데널 원하는데제발제발날 사랑해줘나를 안아줘
28,내가 바라는 엔딩이 아니었어도,추윤정,안녕 잘 지내라는 물음표가매일 내 머릿속에 맴돌아너는 어떻게 지내고 있는지사실 아직도 이렇게 궁금해쉽게 꺼낼 수 없는 그 말들을자꾸 너에게 전하고 싶어부디 그때의 기억 속에내가 너무 나쁜 기억이지 않기를우리의 결말이 내가 바라는엔딩이 아니었어도지금의 네 맘이 편해졌다면그걸로 난 괜찮다고힘들었던 네가 더 아프지 않았으면잠 못 이룬 그 밤 오래 외롭지 않았으면다시 볼 수 없는 너를 그리며너의 안부를 기도로 대신해그래 잘 지내라는 마침표가그만 내 마음속에 박혀서나만 여전히 이런 게 좀 그래이제 네 생각 추억을 삼켜내우리의 결말이 내가 바라는엔딩이 아니었어도지금의 네 맘이 편해졌다면그걸로 난 괜찮다고힘들었던 네가 더 아프지 않았으면잠 못 이룬 그 밤 오래 외롭지 않았으면다시 볼 수 없는 너를 그리며너의 안부를 기도로 대신해내 걱정은 마 나는 많이 나아졌어일도 다시 시작하고 밥도 잘 먹어시간이라는 약이 뒤늦게 들어 난 괜찮아우리 아프지 말자 서로 잘 잊고 살자그래 안녕 잘 지내
29,너의 삶,Dee,하고픈게 많았지투정 없이 온전히 자라줘내 걱정은 마라널 품에 둔 후내가 내가 아니었어도후회치 않았다지금처럼만 꽃잎 하나에도청량하게 웃음짓는그 모습 그대로돌아보지마 그저 앞만 보아너의 뒤는 내가 있으니너만 생각해나는 괜찮다하고픈게 많았죠묵묵히 말없이 뒤에서제 걱정은 말아요나 그대 품에서세상을 보고 겪은 걸후회치 않아요나 하나만 보며 나 하나 때문에내가 세상에 나와 잃은 걸 찾아요제 생각은 마요 하고픈 걸 찾아저는 여기 자릴 지킬테니돌아보지마요 그저 앞만 보아이제 그만 걱정말아요잃은 걸 찾아요그래도 돼요얼마나 힘들고 얼마나 지치고얼마나 외로웠을까
30,피어나,한세일,타버린 밤 끝에 켜진불빛을 헤매어보다수많은 이름 가운데 꽃이 피었네그때 봄처럼 눈처럼 피던우리가 어쩌다 우리가그래 별처럼 낮에는잠겨있다가 밤이면 피어나피어난다 그날의 꽃처럼흩날린다 그때의 연처럼아직 내 안에 남겨진 너를버리지 못한 날 안아줘접어둔 맘 끝내접지 못한 맘 헤매이다가버리지 못한 시든꽃잎을 다시 엮어서그때 목소리 따뜻한말투까지도 아직 선명한데그래 지금도 눈 내린 밤거리 위에혼자 남아있어피어난다 그날의 꽃처럼흩날린다 그때의 연처럼아직 내 안에 남겨진 너를버리지 못한 날 안아줘어디에 있을까 지난 길의 그 꽃은어디쯤 멈췄나 끝내 가지 못한 채부는 바람에 수없이 외친 말너의 이름이 한없이 피어나흩날린다 그날의 꽃잎이흩어진다 그때의 연잎이그때의 그날의 그곳에내가 갈 수 없는 그대에게그대에게
31,이 비가 그치지 않았으면 해,희현,창 밖에 비가 내리면내 맘에 니가 떠올라내 맘에 니가 내리면날 보던 니가 떠올라비가 내리면 잊었던 추억이 내리고우산을 걷으면 간절히 니가 생각나종일 내리던 이 비가 내 맘을 적시고비가 그치면 어두움 밤이 찾아와보고 싶어 보고 싶어후회와 그리움으로비 오길 기다리며 그리워 하겠지보고 싶어 보고 싶어이 비가 그치고 나면모든게 끝일까봐 내가 너무 두려워비가 내리면 우리에 기억이 내리고비가 내리던 그 날에 니가 생각나종일 내리던 이 비가 내 맘을 적시고비가 그치면 어두운 날이 찾아와보고 싶어 보고 싶어후회와 그리움으로비 오길 기다리며 그리워 하겠지보고 싶어 보고 싶어이 비가 그치고 나면모든게 끝일까봐 내가 너무 두려워끝이라는 걸 알지만끝이라고 말 하지만두 눈을 감으면 또 니가 생각나이 비가 그치지 않았으면 해보고 싶어 보고 싶어후회와 그리움으로비 오길 기다리며 그리워 하겠지보고 싶어 보고 싶어이 비가 그치고 나면이젠 다 끝일까봐 내가 너무 두려워내가 너무 두려워
32,그대의 기억,하수(Hasu),나 그대 생각하는데 즐거운 추억 되새기며 그대 곁에있던 그날을 기억하려 하며 나는 그대를 생각하네 나 그대 기억하는데 이제는 가물가물한데 잊혀진 그대 생각 하면서 추억을 되살리네 사랑이 저만치 갔는데 나는 아직 다가가지 못하고 사랑이 멀리 떠났는데 이제는 잊혀지네 사랑은 사랑은 지워지지 않는걸 알았네 떠나간 그댈 기억하려 옛 사진을 바라보네 옛 사진을 바라보네
33,전역하는 날,이대진,관물대에 남아있는지나간 시간을 설레게하는당신의 정든 편진 보이지 않고관물대에 남아있는지나갈 시간을 그립게하는우리의 사진을 난 정리한다3월의 혹한기 훈련 보급 나온 핫팩도길어지는 대기와 잠못이루는 겨울이제는 안녕 가끔은 돌아볼 기억다시는 안녕 절대 안돌아갈 추억5월의 포탄 사격과 쏟아지는 비에도질척거리는 땅과 바람부는 연병장이제는 안녕 가끔은 돌아볼 기억다시는 안녕 절대 안돌아갈 추억일말상초하고 힘들어 쓰러진이대진 일병7월의 유격 훈련과 누군간 죽을 더위돌아가는 길에도 걸어가야만 했던풀군장 행군 발에는 물집이 나고까매진 피부 돌아오기는 하려나관물대에 남아있는마지막 전투복을 입은 나의그날의 아침점호는 꽤 상쾌해나의 20대가 함께했던정이 든 대대를 떠나갑니다하지만 돌아오고 싶진 않아
34,아무렇지 않은 척,최승연,잘 지내냐는 그 말에멍하니 시간이 멈추고너의 괜찮냐는 그 말에나는 아무렇지 않은 척별 의미 없는 말일지 몰라도괜히 괜찮은 척 애써 내 맘을 숨겨뻔히 들킬 거짓말일지 몰라도괜히 괜찮은 척 애써 내 맘을 숨겨아무렇지 않은 척 잘 사는 척아직도 잊지 못해괜한 기대를 하게 돼끝까지 멋진 남자인 척맘에 없는 얘길 해너에게 하고 싶던 말사실은 너무 보고 싶어별 의미 없는 말일지 몰라도괜히 괜찮은 척 애써 내 맘을 숨겨뻔히 들킬 거짓말일지 몰라도괜히 괜찮은 척 애써 내 맘을 숨겨아무렇지 않은 척 잘 사는 척아직도 잊지 못해괜한 기대를 하게 돼끝까지 멋진 남자인 척맘에 없는 얘길 해너에게 하고 싶던 말사실은 너무 보고 싶어니가 떠난 날부터 쌓여가는 그리움아직도 너를 생각해나 너를 추억하며 살아아무렇지 않은 척 잘 사는 척아직도 잊지 못해괜한 기대를 하게 돼끝까지 멋진 남자인 척맘에 없는 얘길 해너에게 하고 싶던 말사실은 너무 보고 싶어너에게 하고 싶던 말사실은 너무 보고 싶어
35,달이 되어,김태윤 (KIM TAE YUN),별이 되고 싶었죠 찬란하게 아름다운은하수 강물 속에서밤을 빛내고 싶었죠거길 가진 못햇죠별이 되기엔 어두웠죠별이 아니더라도 난 밤을 빛낼게요달이 되어 별처럼빛나는 빛을 낼게요별에 가려질지라도 또 나타날게요달이 되어 항상밤의 배경위에 그림이 될게요깊은 밤하늘 속에서화려한 빛이 될게요별은 떠나가겠죠 그대 곁을 언젠가는그들의 길을 따라서끝없이 나아가겠죠나는 빨리 안가요그대 옆에 있을게요항상 그대의 곁에서 밤을 빛낼 게요달이 되어 별처럼빛나는 빛을 낼게요별보다 느릴 지라도 항상 곁에 있죠달이 되어 항상그대곁의 밝은 전등이 될게요깊은 밤하늘 속에서화려한 더 화려한 달이 될게요
36,달빛그리스,안예나,잠도 오지 않는 이 밤에자꾸만 그리워져 가네어렴풋이 기억나는걸너무도 아름다운 그곳그리스 하늘 아래서둘만의 얘기 나눠요오늘밤에 푸른 달빛아래여기에 남겨둔 추억을밤하늘 달빛 보며 그릴 수 있게나를 잊지 않게 담아요눈이 부시게 반짝이는바다 위 햇살 같던 입맞춤나의 귓가에 속삭이던그대 목소리 선명해 지네그리스 하늘 아래서둘만의 얘기 나눠요오늘밤에 푸른 달빛아래여기에 남겨둔 추억을밤하늘 달빛 보며 그릴 수 있게나를 잊지 않게담아요 담아요 담아요
37,Can`t Smile Without You [Cover Ver.],KoN,You know I can't smile without youI can't smile without youI can't laugh and I can't singI'm finding it hard to do anythingYou see I feel sad when you're sadI feel glad when you're gladIf you only knewwhat I'm going throughI just can't smile without youYou came along just like a songAnd brighten my dayWho would have believedthat you were part of a dreamNow it all seems light years awayAnd now you knowI can't smile without youI can't smile without youI can't laugh and I can't singI'm finding it hard to do anythingYou see I feel sad when you're sadI feel glad when you're gladIf you only knewwhat I'm going throughI just can't smileNow some people sayHappiness takesso very long to findWell I'm finding it hardLeaving your love behind meAnd you seeI can't smile without youI can't smile without youI can't laugh and I can't singI'm finding it hard to do anythingYou see I feel gladwhen you're gladI feel sad when you're sadIf you only knewwhat I'm going throughI just can't smile without youCan't smile without youI can't smile without youIf you only knewwhat I'm going throughI just can't smile without you
38,우리의 길,b2 beauties,설레였던 맘 붙잡고 걸으려 해함께였던 추억을 그려우리 모두가 서툴렀었고너무도 어렸었지우리가 함께한 시간들소중한 노래들이제는 기억 저편으로 가지만기억 속 저 멀리 그 Memory다시 시작할 노래끝나도 끝이 아닌 우리의 길조금은 흐릿해도 맑아질또 다른 시작 위에 서있 다 는 걸잊지는 말았으면 해숱하게 견뎌온 낮과 밤너와 나 함께라조금도 두렵지 않았던 매 순간함께한 시간들 가득 안고이제 나아갈 거야끝나도 끝이 아닌 우리의 길조금은 흐릿해도 맑아질또 다른 시작 위에 서있 다 는 걸잊지는 말았으면 해조금 더 가까워질 우리의 꿈한 걸음 한 걸음이 소중해함께한 추억들이 그리울 때면이 노랠 기억해주길
39,날아가다 (feat. 오정훈),Melodic Rain,깊은밤이시간이 너를삼키려 하려해도 네마음은 아직도 해가뜬 저바다같이 빛나고 설레이고 두눈이부신 희망 이있어 오오 언제부터였을까 뭐가 잘못된지모르지 갑자기 두려워 왔던길 뒤돌 아보아도 남은건 네발자국 그부질없는 미련만있네 오오 하지만 나약하고 비겁하게 눈물흘리는 여유조차 허락할 시간이 없어 비참히 부서진대도 싸우고 부딛혀 언젠가는 아침핼 마음에 머금고 눈을뜰거야 이젠 날아가야해 보이지가 않는길 너를믿고 날아가 너는 해낼수있어 모든게 첨부터 계획된 비밀이니까 항상넌 지쳐했지 보이지않는 네미래가 따뜻한 한마디 그리워 혼잣말을해 더견뎌라 더버텨라 더독한말로 너를 다듬네 앞은 너무 어둡고 촛불조차 하나없지만 지금널 비쳐준 별빛들 달빛이 있잖아 한걸음 또 한걸음 또 걷다보면 해가 뜰거야 오오 하지만 나약하고 비겁하게 눈물흘리는 여유조차 허락할 시간이 없어 비참히 부서진대도 싸우고 부딛혀 언젠가는 아침핼 마음에 머금고 눈을뜰거야 이젠 날아가야해 보이지가 않는길 너를믿고 날아가 너는 해낼수있어 모든게 첨부터 계획된 비밀이니까 이젠 날아가야해보이지가 않는길 너를믿고 날아가너는 해낼수있어모든게 첨부터 계획된 비밀이니까
40,"가깝고도 먼 우리(Feat. 최규완, 최유제)",이도현,멍하니 폰을 들여보다다시 내려놓았어먼저 연락을 해야하나고민만 하게 되네지금 뭐하냐고오늘 바쁘냐고어떤 말이 좋을까1이 사라지면어떤 대답이 올까나는 늘 떨고 있어너와 나 우린 대체 어떤 사일까나에 대해 어떻게 생각하는걸까친구일까연인일까아니면 썸타는걸까네 생각 난 알 수가 없어이 순간 내가 네 손 잡아도 될까우리 조금은 아직 이른 사이일까조금만 더용길내서네 손 잡았더라면네 생각 알 수 있었을까나른한 주말 아침옷을 챙겨 입고네 연락 기다렸어진동이 울리면설레는 마음으로 핸드폰을 켰어너와 나 우린 대체 어떤 사일까나에 대해 어떻게 생각하는걸까친구일까연인일까아니면 썸타는걸까네 생각 난 알 수가 없어이 순간 내가 네 손 잡아도 될까우리 조금은 아직 이른 사이일까조금만 더용길내서네 손 잡았더라면네 생각 알 수 있었을까나 사실은 두려워 내 마음 들키는게너도 나를 좋아하는 걸까난 네 마음이 궁금해너와 나 우린 대체 어떤 사일까나에 대해 어떻게 생각하는걸까친구일까연인일까아니면 썸타는걸까네 생각 난 알 수가 없어이 순간 내가 네 손 잡아도 될까우리 조금은 아직 이른 사이일까조금만 더용길내서네 손 잡았더라면네 생각 알 수 있었을까
41,Where Are We Now,마마무 (Mamamoo),아름다웠던 눈이 부시던아프도록 설레며 울고 웃었던고마웠었던 놓지 말자던때론 다투고 잠 못 이룬 수많은 밤한없이 행복해 웃음 지었던Where Are We Now널 만나 몇 번의 계절을 지나그 어딘가 헤매고 있는 게 아닐까Where Are We NowWhere Are We NowWhere Are We Now기나긴 여행 중 어느 날Talking aboutWhere we goin’어디론가날 데려가 줄래아님 저 바람 부는 대로그냥 흘러가게 둬얼마나 온 걸까 여긴 어디쯤일까On and OnWe’re on the road숨 가쁘게 달려왔던같이했던 모든 건멋진 드라마 같은 걸Know know know we know좋았던 기억끝은 어딘지 끝이 있긴 한지숨 쉬듯 그렇게 당연했었던Where Are We Now널 만나 몇 번의 계절을 건너그 어딘가 헤매고 있는 게 아닐까Where Are We NowWhere Are We NowWhere Are We Now기나긴 여행 중 어느 날너와 난 왜아프고 또 아파할까그 얼마나더 서로를 잃은 채 헤매일까Where Are We NowWhere Are We NowWhere Are We Now봄처럼 짧았던 모든 날아름다운 이 별이곳에 너와 같은 꿈을 꾸던 우리 둘Where Are We Now
42,나를 울려,차가을,눈을 감아 생각해 보면너를 보냈던 시간에 계속 맴돌고 있어다신 돌이킬 수 없는 추억이지만멀리서 나를 부르던네 목소리 아직 귓가에 남아 있어서왠지 날 부르는 것 같아어느새 뒤 돌아 보고 있어 나는자꾸만 멍하다 눈물이 고이면거칠은 입술을 깨물어 꾹 참아 봐도아무 것도 못해하루종일 널 미워해네가 없는 나는 하루가 느려서널 원망 하다가 그러다 또 보고 싶어그래 나는 그래 이 허전함이 나를 울려이미 너의 마음속에내가 없어진게 오래 됐다는 걸 알아도하나도 버릴 수 없어서빛바랜 사랑을 붙잡았어자꾸만 멍하다 눈물이 고이면거칠은 입술을 깨물어 꾹 참아 봐도아무 것도 못해하루종일 널 미워해네가 없는 나는 하루가 느려서널 원망 하다가 그러다 또 보고 싶어그래 나는 그래 이 허전함이 나를다시 널 마주쳐도아무 말 못한대도어느 날 한번쯤은 우연히 보고싶어우리 둘이서 했던 사랑나 혼자서만 아픈 이별 지나가줘잘 지내고 있니 이런 날 알면서괜찮은 척인지 어떻게 잘 지내보여눈치도 없는지 아무것도 모르는지네가 없는 나는 하루가 느려서널 원망 하다가 그러다 또 보고 싶어그래 나는 그래 이 허전함이 나를
43,워커홀릭,윤종신,주위에서요즘 나를 보며 걱정을 해쉬지 않고 일만 하는나의 요즘 하루하루정말 시간이 빨리 가돈도 제법 벌리는 듯해그렇게 하기 싫었던 일들이내게 가장 큰위로와 힘이 돼집에 갈 때네 생각이 날 때가 문제야멍하니 차창 밖퍼져가는 불빛들다행히도 지친 몸은 날 어느새잠들게 해 줘눈을 뜨면 기계적으로 나가맡은 일을 척척 해내 버린다놀라워잠시도 생각할틈을 주면 안 되니까그 틈에 무한한네가 있기에너도 잘 알잖아내가 얼마나게을러터진심지어 우리 이별도나의 안일함 때문이야사람은 절대바뀌지 않는다 말해도나처럼 구제 불능도변할 수 있어아무튼 네가정말 고마워우리 이별의 선물너를 잃은 대신에괜찮은 사람이 되었어잠을 자다 가끔 새벽에깰 때가 있어유일하게 나의 무방비한그리움 축제다행히도 지친 몸은날 어느새잠들게 해 줘눈을 뜨면기계적으로 나가맡은 일을 척척 해내 버린다놀라워잠시도 생각할틈을 주면 안 되니까그 틈에 무한한네가 있기에너도 잘 알잖아내가 얼마나게을러터진심지어 우리 이별도나의 안일함 때문이야사람은 절대바뀌지 않는다 말해도나처럼 구제 불능도변할 수 있어아무튼 네가 정말 고마워우리 이별의 선물너를 잃은 대신에괜찮은 사람이 되었어이제 일을 해야 해그리워할 시간이 없어
44,너를 위한 노래 (WITH CHILDDIAHN),YOUR PLAYLIST,오늘 같이 찬 바람이 내 얼굴에 닿을 때네가 자꾸 생각나는게 맘에 걸리죠나 혼자만 품고 있던 너지만 아직도변한게 없는 내가 너무 미워지죠보고싶다 말해도 말뿐인 걸 알지만기대 속에 그 안에서 널 기다리죠오늘은 말할게매일 기다렸다고몰래 숨겨온 맘을너에게 보여줄 때의 나를더는 담아둘 수 없어 너를보고 있을 땐이게 나의 마지막고백이 아니기를 바래요 내일도하지 못한 말이 많은데 널놓을 순 없죠수많은 잔향 중 하난 너였고눈을 감을 땐그 남겨진 전분 별이 되고서 맴돌죠변한게 없는 내가 너무 미워지죠보고 싶다 말해도 말뿐인 걸 알지만기대 속에 그 안에서 널 기다리죠오늘은 말할게매일 기다렸다고몰래 숨겨온 맘을너에게 보여줄 때의 나를더는 담아둘 수 없어 너를보고 있을 땐이게 나의 마지막고백이 아니기를 바래요 내일도오늘은 말할게매일 기다렸다고몰래 숨겨온 맘을너에게 보여줄 때의 나를더는 담아둘 수 없어 너를보고 있을 땐이게 나의 마지막고백이 아니기를 바래요 내일도
45,그날의 밤,서우진,끝난 거라 생각했어스쳐가는 그날의 밤그때처럼 하얀 얼굴에 흐르는눈물의 의미좋았던 우리의 시간에빛났던 우리의 추억 모두지워내려고내게 마지막 그 말을 남긴다그리움에 사무친 밤미처 알지 못한 이야기그런 나를 보면서 환하게감추려 했던 비밀좋았던 우리의 시간에빛바랜 우리의 추억에멈춰있을 수는 없어그때 나는 지금 없어기억과 같이 떠오르는 그날너도 아는 듯한 눈빛이 스쳤지만다시 지난 날을 눈물로 지운다좋았던 우리의 시간도빛바랜 우리의 추억도 모두지워내려고 해모두 그때의 우린 없어다시 돌릴 수 없다는 걸이제 난 더 알고 있는 걸잡히지 않는 널 잡으려 했어결국 남은 건 없어
46,우리에게,구본수,내게 부는 바람혹 그대인지그대가 맞다면난 여기 머물래이제야 그대 있네요 멀리돌아도 결국 왔네요 우리이제야 서로 봤네요수고했네요 날 알아본다고이제야 앞에 있네요 그대돌아도 결국 왔네요 우리이제야 손잡았네요고생했네요 내 앞에 온다고결국 이렇게 좋은 날그대 앞에서말할 수 있어서참 다행이네요웃을 수 있어서참 고마워요우리일 수 있어서오늘 이렇게 좋은 날그대와 내가마주 서 있어서참 다행이네요결국 그대 라서참 고마워요우리일 수 있어서그대 어느 날빛을 잃고 어둔 곳 헤매도그땐 내가 더 깊은어둠 되어그댈 찾아낼 게결국 이렇게 좋은 날그대를 안고말할 수 있어서참 다행이네요기댈 수 있어서참 고마워요우리일 수 있어서오늘 이렇게 좋은 날그대와 내가바라볼 수 있어서참 다행이네요결국 그대 라서참 고마워요우리일 수 있어서
47,깎아,소피 (Soppy),나의 보고 싶다는 말과너의 나도라는 그 말이너무 멀어서 너무 심해서우우우나의 마음은 동그라미너의 맘은 세모나도 각진 척 그런 척 거짓말을 해우우우나보다 훨씬 더 마음이 작은너에게 맞춰 나를 깎아내깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 난 너무 아파깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 난 너무 아파나보다 훨씬 더 마음이 작은너에게 맞춰 나를 깎아내깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 난 너무 아파깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 난 너무 아파피가 나 피가 나 피가 나 피가 나하지만 내 마음이 훨씬 커서깎아내 날 깎아내 날깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 난 너무 아파깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 난 너무 아파깎고 또 깎고 깎아또 깎고 또 깎고 깎아피가 나 우우우
